,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
129,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2103,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,125,93*
130,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2113,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,126,95*
131,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2123,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,127,97*
132,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2133,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,128,99*
133,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2143,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,129,101*
134,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2153,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,130,94*
135,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2203,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,131,91*
136,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2223,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,133,95*
137,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2233,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,134,97*
138,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2243,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,135,99*
139,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2253,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,136,101*
140,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2303,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,137,98*
141,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2313,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,138,100*
142,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2323,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,139,102*
143,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2333,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,140,95*
144,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2343,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,141,97*
145,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2353,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,142,99*
146,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2403,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,143,96*
147,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2413,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,144,98*
148,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2423,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,145,100*
149,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2433,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,146,102*
150,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2443,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,147,104*
151,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2453,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,148,106*
152,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2503,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,149,103*
153,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2513,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,150,96*
154,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2523,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,151,98*
155,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2533,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,152,100*
156,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2533,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,152,100*
157,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2553,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,154,104*
158,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2603,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,155,101*
159,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2613,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,156,103*
160,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2623,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,157,105*
161,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2633,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,158,107*
162,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2643,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,159,109*
163,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2653,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,160,102*
164,$,1,SECURE,SAM1.0,DT,L,8.64337E+14,TN04E1234,0,6012080,2703,0,0,0,0,0,0,0,0,0,0,BSNL,1,1,15,0,0,W,0,0,0,0,0,0,0,0,161,99*
